t;ref;u_ml;omega_ml;u_mr;omega_mr
13.6745;-25.1327;-11.6409;-25.4318;-14.4425;-25.4326
13.6845;-25.1327;-11.3605;-25.4318;-14.1650;-25.4318
13.6945;-25.1327;-14.5849;-24.6841;-13.8846;-25.4318
13.7045;-25.1327;-11.5007;-25.4318;-17.1090;-24.6841
13.7145;-25.1327;-14.7250;-24.6841;-17.5331;-24.6834
13.7245;-25.1327;-11.6408;-25.4318;-14.4461;-25.4318
13.7345;-25.1327;-14.8652;-24.6841;-14.1621;-25.4326
13.7445;-25.1327;-11.7810;-25.4318;-13.8846;-25.4318
13.7545;-25.1327;-15.0054;-24.6841;-17.1089;-24.6841
13.7645;-25.1327;-11.9212;-25.4318;-14.0247;-25.4318
13.7745;-25.1327;-15.1455;-24.6841;-13.7443;-25.4318
13.7845;-25.1327;-12.0614;-25.4318;-16.9687;-24.6841
13.7945;-25.1327;-11.7810;-25.4318;-13.8845;-25.4318
13.8045;-25.1327;-11.5006;-25.4318;-17.1125;-24.6834
13.8145;-25.1327;-14.7249;-24.6841;-17.5302;-24.6841
13.8245;-25.1327;-11.6407;-25.4318;-14.4460;-25.4318
13.8345;-25.1327;-11.3604;-25.4318;-14.1620;-25.4326
13.8445;-25.1327;-14.5847;-24.6841;-13.8845;-25.4318
13.8545;-25.1327;-15.0053;-24.6841;-17.1124;-24.6834
13.8645;-25.1327;-11.9211;-25.4318;-17.5301;-24.6841
13.8745;-25.1327;-11.6407;-25.4318;-14.4459;-25.4318
13.8845;-25.1327;-11.3603;-25.4318;-14.1655;-25.4318
13.8945;-25.1327;-14.5847;-24.6841;-17.3899;-24.6841
13.9045;-25.1327;-11.5005;-25.4318;-14.3057;-25.4318
13.9145;-25.1327;-14.7249;-24.6841;-17.5301;-24.6841
13.9245;-25.1327;-11.6407;-25.4318;-14.4459;-25.4318
13.9345;-25.1327;-14.8650;-24.6841;-14.1655;-25.4318
13.9445;-25.1327;-11.7808;-25.4318;-17.3899;-24.6841
13.9545;-25.1327;-15.0052;-24.6841;-14.3057;-25.4318
13.9645;-25.1327;-11.9210;-25.4318;-14.0253;-25.4318
13.9745;-25.1327;-15.1490;-24.6834;-17.2496;-24.6841
13.9845;-25.1327;-12.0583;-25.4326;-14.1655;-25.4318
13.9945;-25.1327;-15.2891;-24.6834;-13.8851;-25.4318
14.0046;-25.1327;-12.2021;-25.4318;-13.6011;-25.4326
14.0146;-25.1327;-11.9181;-25.4326;-16.8319;-24.6834
14.0246;-25.1327;-11.6406;-25.4318;-17.2496;-24.6841
14.0346;-25.1327;-11.3602;-25.4318;-14.1654;-25.4318
14.0446;-25.1327;-14.5846;-24.6841;-17.3898;-24.6841
14.0546;-25.1327;-11.5004;-25.4318;-14.3056;-25.4318
14.0646;-25.1327;-14.7247;-24.6841;-14.0252;-25.4318
14.0746;-25.1327;-11.6405;-25.4318;-17.2496;-24.6841
14.0846;-25.1327;-11.3602;-25.4318;-14.1654;-25.4318
14.0946;-25.1327;-14.5845;-24.6841;-13.8850;-25.4318
14.1046;-25.1327;-15.0087;-24.6834;-17.1094;-24.6841
14.1146;-25.1327;-11.9216;-25.4318;-17.5299;-24.6841
14.1246;-25.1327;-11.6376;-25.4326;-14.4457;-25.4318
14.1346;-25.1327;-11.3601;-25.4318;-14.1653;-25.4318
14.1447;-25.1327;-14.5845;-24.6841;-17.3897;-24.6841
14.1547;-25.1327;-15.0086;-24.6834;-14.3055;-25.4318
14.1647;-25.1327;-11.9216;-25.4318;-17.5299;-24.6841
14.1747;-25.1327;-11.6376;-25.4326;-14.4457;-25.4318
14.1847;-25.1327;-11.3601;-25.4318;-14.1653;-25.4318
14.1947;-25.1327;-14.5880;-24.6834;-13.8849;-25.4318
14.2047;-25.1327;-15.0057;-24.6841;-17.1093;-24.6841
14.2147;-25.1327;-15.4263;-24.6841;-14.0251;-25.4318
14.2247;-25.1327;-12.3421;-25.4318;-17.2494;-24.6841
14.2347;-25.1327;-12.0617;-25.4318;-14.1652;-25.4318
14.2447;-25.1327;-11.7813;-25.4318;-13.8849;-25.4318
14.2547;-25.1327;-15.0057;-24.6841;-17.1092;-24.6841
14.2647;-25.1327;-11.9215;-25.4318;-14.0250;-25.4318
14.2748;-25.1327;-11.6411;-25.4318;-13.7446;-25.4318
14.2848;-25.1327;-11.3571;-25.4326;-16.9690;-24.6841
14.2948;-25.1327;-14.5879;-24.6834;-13.8848;-25.4318
14.3048;-25.1327;-15.0056;-24.6841;-13.6044;-25.4318
14.3148;-25.1327;-11.9214;-25.4318;-16.8288;-24.6841
14.3248;-25.1327;-11.6410;-25.4318;-17.2494;-24.6841
14.3348;-25.1327;-11.3571;-25.4326;-14.1652;-25.4318
14.3448;-25.1327;-14.5879;-24.6834;-17.3895;-24.6841
14.3548;-25.1327;-11.5008;-25.4318;-17.8137;-24.6834
14.3648;-25.1327;-14.7252;-24.6841;-14.7266;-25.4318
14.3748;-25.1327;-11.6410;-25.4318;-14.4426;-25.4326
14.3848;-25.1327;-11.3606;-25.4318;-14.1651;-25.4318
14.3949;-25.1327;-14.5850;-24.6841;-17.3895;-24.6841
14.4049;-25.1327;-15.0055;-24.6841;-14.3053;-25.4318
14.4149;-25.1327;-11.9213;-25.4318;-17.5332;-24.6834
14.4249;-25.1327;-11.6410;-25.4318;-14.4426;-25.4326
14.4349;-25.1327;-14.8653;-24.6841;-17.6734;-24.6834
14.4449;-25.1327;-15.2859;-24.6841;-14.5864;-25.4318
14.4549;-25.1327;-12.2017;-25.4318;-14.3024;-25.4326
14.4649;-25.1327;-15.4261;-24.6841;-14.0249;-25.4318
14.4749;-25.1327;-12.3419;-25.4318;-17.2528;-24.6834
14.4849;-25.1327;-12.0615;-25.4318;-14.1622;-25.4326
14.4949;-25.1327;-11.7811;-25.4318;-13.8847;-25.4318
14.5049;-25.1327;-15.0055;-24.6841;-17.1090;-24.6841
14.5149;-25.1327;-11.9213;-25.4318;-14.0248;-25.4318
14.5249;-25.1327;-11.6409;-25.4318;-17.2528;-24.6834
14.5349;-25.1327;-11.3605;-25.4318;-14.1621;-25.4326
14.5449;-25.1327;-11.0801;-25.4318;-13.8846;-25.4318
14.5549;-25.1327;-14.3045;-24.6841;-13.6042;-25.4318
14.5649;-25.1327;-14.7250;-24.6841;-16.8286;-24.6841
14.5749;-25.1327;-11.6408;-25.4318;-17.2527;-24.6834
14.5849;-25.1327;-11.3604;-25.4318;-17.6704;-24.6841
14.5949;-25.1327;-14.5848;-24.6841;-14.5862;-25.4318
14.6049;-25.1327;-15.0054;-24.6841;-14.3058;-25.4318
14.6149;-25.1327;-11.9212;-25.4318;-17.5302;-24.6841
14.6249;-25.1327;-11.6408;-25.4318;-14.4460;-25.4318
14.6349;-25.1327;-11.3604;-25.4318;-17.6704;-24.6841
14.6449;-25.1327;-14.5848;-24.6841;-18.0909;-24.6841
14.6549;-25.1327;-11.5006;-25.4318;-15.0068;-25.4318
14.6649;-25.1327;-14.7249;-24.6841;-14.7264;-25.4318
14.6749;-25.1327;-11.6408;-25.4318;-14.4460;-25.4318
14.6849;-25.1327;-14.8651;-24.6841;-14.1656;-25.4318
14.6950;-25.1327;-15.2893;-24.6834;-13.8816;-25.4326
14.7050;-25.1327;-12.1986;-25.4326;-17.1124;-24.6834
14.7150;-25.1327;-11.9229;-25.4314;-14.0236;-25.4322
14.7250;-25.1327;-15.1458;-24.6841;-17.2512;-24.6838
14.7350;-25.1327;-15.5682;-24.6838;-14.1638;-25.4322
14.7450;-25.1327;-12.4808;-25.4322;-13.8848;-25.4318
14.7550;-25.1327;-12.2018;-25.4318;-17.1110;-24.6838
14.7650;-25.1327;-11.9214;-25.4318;-14.0235;-25.4322
14.7750;-25.1327;-11.6392;-25.4322;-17.2511;-24.6838
14.7850;-25.1327;-11.3603;-25.4318;-14.1655;-25.4318
14.7950;-25.1327;-14.5864;-24.6838;-13.8833;-25.4322
14.8050;-25.1327;-11.4990;-25.4322;-13.6044;-25.4318
14.8150;-25.1327;-14.7266;-24.6838;-16.8287;-24.6841
14.8250;-25.1327;-11.6410;-25.4318;-17.2511;-24.6838
14.8350;-25.1327;-14.8653;-24.6841;-14.1655;-25.4318
14.8450;-25.1327;-11.7812;-25.4318;-17.3898;-24.6841
14.8550;-25.1327;-15.0055;-24.6841;-14.3056;-25.4318
14.8650;-25.1327;-11.9213;-25.4318;-17.5300;-24.6841
14.8750;-25.1327;-11.6409;-25.4318;-14.4458;-25.4318
14.8850;-25.1327;-14.8653;-24.6841;-17.6720;-24.6838
14.8950;-25.1327;-11.7811;-25.4318;-14.5845;-25.4322
14.9050;-25.1327;-15.0073;-24.6838;-17.8121;-24.6838
14.9150;-25.1327;-11.9199;-25.4322;-14.7265;-25.4318
14.9250;-25.1327;-11.6409;-25.4318;-14.4443;-25.4322
14.9350;-25.1327;-14.8653;-24.6841;-14.1654;-25.4318
14.9450;-25.1327;-11.7811;-25.4318;-13.8850;-25.4318
14.9550;-25.1327;-15.0072;-24.6838;-17.1094;-24.6841
14.9650;-25.1327;-11.9198;-25.4322;-14.0252;-25.4318
14.9750;-25.1327;-11.6409;-25.4318;-17.2495;-24.6841
14.9850;-25.1327;-14.8670;-24.6838;-14.1653;-25.4318
14.9950;-25.1327;-15.2861;-24.6841;-13.8849;-25.4318
15.0050;-25.1327;-12.2020;-25.4318;-13.6028;-25.4322
15.0150;0.0000;105.8900;-25.4322;100.9794;-24.6838
15.0250;0.0000;108.6934;-20.9438;106.5895;-20.9438
15.0350;0.0000;61.7093;-6.7318;63.1137;-7.4802
15.0450;0.0000;4.9098;6.7318;10.5188;5.2361
15.0550;0.0000;-22.4405;11.2202;-18.9340;10.4721
15.0650;0.0000;-32.9576;11.2198;-28.7498;10.4717
15.0750;0.0000;-18.9340;5.9841;-17.5313;5.9841
15.0850;0.0000;-10.5179;2.9919;-12.6218;3.7399
15.0950;0.0000;-2.8050;0.7481;-2.1036;0.7481
15.1050;0.0000;0.0003;0.0000;0.7016;0.0000
15.1150;0.0000;0.0003;0.0000;0.7016;0.0000
15.1250;0.0000;0.0003;0.0000;0.7016;0.0000
15.1350;0.0000;0.0003;0.0000;0.7016;0.0000
15.1450;0.0000;0.0003;0.0000;0.7016;0.0000
15.1551;0.0000;0.0003;0.0000;0.7016;0.0000
15.1651;0.0000;0.0003;0.0000;0.7016;0.0000
15.1751;0.0000;0.0003;0.0000;0.7016;0.0000
15.1851;0.0000;0.0003;0.0000;0.7016;0.0000
15.1951;0.0000;0.0003;0.0000;0.7016;0.0000
15.2051;0.0000;0.0003;0.0000;0.7016;0.0000
15.2151;0.0000;0.0003;0.0000;0.7016;0.0000
15.2251;0.0000;0.0003;0.0000;0.7016;0.0000
15.2351;0.0000;0.0003;0.0000;0.7016;0.0000
15.2451;0.0000;0.0003;0.0000;0.7016;0.0000
15.2551;0.0000;0.0003;0.0000;0.7016;0.0000
15.2651;0.0000;0.0003;0.0000;0.7016;0.0000
15.2751;0.0000;0.0003;0.0000;0.7016;0.0000
15.2851;0.0000;0.0003;0.0000;0.7016;0.0000
15.2951;0.0000;0.0003;0.0000;0.7016;0.0000
15.3051;0.0000;0.0003;0.0000;0.7016;0.0000
15.3151;0.0000;0.0003;0.0000;0.7016;0.0000
15.3251;0.0000;0.0003;0.0000;0.7016;0.0000
15.3351;0.0000;0.0003;0.0000;0.7016;0.0000
15.3451;0.0000;0.0003;0.0000;0.7016;0.0000
15.3551;0.0000;0.0003;0.0000;0.7016;0.0000
15.3651;0.0000;0.0003;0.0000;0.7016;0.0000
15.3752;0.0000;0.0003;0.0000;0.7016;0.0000
15.3852;0.0000;0.0003;0.0000;0.7016;0.0000
15.3952;0.0000;0.0003;0.0000;0.7016;0.0000
15.4052;0.0000;0.0003;0.0000;0.7016;0.0000
15.4152;0.0000;0.0003;0.0000;0.7016;0.0000
15.4252;0.0000;0.0003;0.0000;0.7016;0.0000
15.4352;0.0000;0.0003;0.0000;0.7016;0.0000
15.4452;0.0000;0.0003;0.0000;0.7016;0.0000
15.4552;0.0000;0.0003;0.0000;0.7016;0.0000
15.4652;0.0000;0.0003;0.0000;0.7016;0.0000
15.4752;0.0000;0.0003;0.0000;0.7016;0.0000
15.4852;0.0000;0.0003;0.0000;0.7016;0.0000
15.4952;0.0000;0.0003;0.0000;0.7016;0.0000
15.5052;0.0000;0.0003;0.0000;0.7016;0.0000
15.5152;0.0000;0.0003;0.0000;0.7016;0.0000
15.5252;0.0000;0.0003;0.0000;0.7016;0.0000
15.5352;0.0000;0.0003;0.0000;0.7016;0.0000
15.5452;0.0000;0.0003;0.0000;0.7016;0.0000
15.5552;0.0000;0.0003;0.0000;0.7016;0.0000
15.5652;0.0000;0.0003;0.0000;0.7016;0.0000
15.5752;0.0000;0.0003;0.0000;0.7016;0.0000
15.5853;0.0000;0.0003;0.0000;0.7016;0.0000
15.5953;0.0000;0.0003;0.0000;0.7016;0.0000
15.6053;0.0000;0.0003;0.0000;0.7016;0.0000
15.6153;0.0000;0.0003;0.0000;0.7016;0.0000
15.6253;0.0000;0.0003;0.0000;0.7016;0.0000
15.6353;0.0000;0.0003;0.0000;0.7016;0.0000
15.6453;0.0000;0.0003;0.0000;0.7016;0.0000
15.6553;0.0000;0.0003;0.0000;0.7016;0.0000
15.6653;0.0000;0.0003;0.0000;0.7016;0.0000
15.6753;0.0000;0.0003;0.0000;0.7016;0.0000
15.6853;0.0000;0.0003;0.0000;0.7016;0.0000
15.6953;0.0000;0.0003;0.0000;0.7016;0.0000
15.7053;0.0000;0.0003;0.0000;0.7016;0.0000
15.7153;0.0000;0.0003;0.0000;0.7016;0.0000
15.7253;0.0000;0.0003;0.0000;0.7016;0.0000
15.7353;0.0000;0.0003;0.0000;0.7016;0.0000
15.7453;0.0000;0.0003;0.0000;0.7016;0.0000
15.7553;0.0000;0.0003;0.0000;0.7016;0.0000
15.7653;0.0000;0.0003;0.0000;0.7016;0.0000
15.7753;0.0000;0.0003;0.0000;0.7016;0.0000
15.7853;0.0000;0.0003;0.0000;0.7016;0.0000
15.7953;0.0000;0.0003;0.0000;0.7016;0.0000
15.8053;0.0000;0.0003;0.0000;0.7016;0.0000
15.8154;0.0000;0.0003;0.0000;0.7016;0.0000
15.8254;0.0000;0.0003;0.0000;0.7016;0.0000
15.8354;0.0000;0.0003;0.0000;0.7016;0.0000
15.8454;0.0000;0.0003;0.0000;0.7016;0.0000
15.8554;0.0000;0.0003;0.0000;0.7016;0.0000
15.8654;0.0000;0.0003;0.0000;0.7016;0.0000
15.8754;0.0000;0.0003;0.0000;0.7016;0.0000
15.8854;0.0000;0.0003;0.0000;0.7016;0.0000
15.8954;0.0000;0.0003;0.0000;0.7016;0.0000
15.9054;0.0000;0.0003;0.0000;0.7016;0.0000
15.9154;0.0000;0.0003;0.0000;0.7016;0.0000
15.9254;0.0000;0.0003;0.0000;0.7016;0.0000
15.9354;0.0000;0.0003;0.0000;0.7016;0.0000
15.9454;0.0000;0.0003;0.0000;0.7016;0.0000
15.9554;0.0000;0.0003;0.0000;0.7016;0.0000
15.9654;0.0000;0.0003;0.0000;0.7016;0.0000
15.9754;0.0000;0.0003;0.0000;0.7016;0.0000
15.9854;0.0000;0.0003;0.0000;0.7016;0.0000
15.9954;0.0000;0.0003;0.0000;0.7016;0.0000
16.0054;0.0000;0.0003;0.0000;0.7016;0.0000
16.0154;0.0000;0.0003;0.0000;0.7016;0.0000
16.0254;0.0000;0.0003;0.0000;0.7016;0.0000
16.0354;0.0000;0.0003;0.0000;0.7016;0.0000
16.0455;0.0000;0.0003;0.0000;0.7016;0.0000
16.0555;0.0000;0.0003;0.0000;0.7016;0.0000
16.0655;0.0000;0.0003;0.0000;0.7016;0.0000
16.0755;0.0000;0.0003;0.0000;0.7016;0.0000
16.0855;0.0000;0.0003;0.0000;0.7016;0.0000
16.0955;0.0000;0.0003;0.0000;0.7016;0.0000
16.1055;0.0000;0.0003;0.0000;0.7016;0.0000
16.1155;0.0000;0.0003;0.0000;0.7016;0.0000
16.1255;0.0000;0.0003;0.0000;0.7016;0.0000
16.1355;0.0000;0.0003;0.0000;0.7016;0.0000
16.1455;0.0000;0.0003;0.0000;0.7016;0.0000
16.1555;0.0000;0.0003;0.0000;0.7016;0.0000
16.1655;0.0000;0.0003;0.0000;0.7016;0.0000
16.1755;0.0000;0.0003;0.0000;0.7016;0.0000
16.1855;0.0000;0.0003;0.0000;0.7016;0.0000
16.1955;0.0000;0.0003;0.0000;0.7016;0.0000
16.2055;0.0000;0.0003;0.0000;0.7016;0.0000
16.2155;0.0000;0.0003;0.0000;0.7016;0.0000
16.2255;0.0000;0.0003;0.0000;0.7016;0.0000
16.2355;0.0000;0.0003;0.0000;0.7016;0.0000
16.2455;0.0000;0.0003;0.0000;0.7016;0.0000
16.2555;0.0000;0.0003;0.0000;0.7016;0.0000
16.2656;0.0000;0.0003;0.0000;0.7016;0.0000
16.2756;0.0000;0.0003;0.0000;0.7016;0.0000
16.2856;0.0000;0.0003;0.0000;0.7016;0.0000
16.2956;0.0000;0.0003;0.0000;0.7016;0.0000
16.3056;0.0000;0.0003;0.0000;0.7016;0.0000
16.3156;0.0000;0.0003;0.0000;0.7016;0.0000
16.3256;0.0000;0.0003;0.0000;0.7016;0.0000
16.3356;0.0000;0.0003;0.0000;0.7016;0.0000
16.3456;0.0000;0.0003;0.0000;0.7016;0.0000
16.3556;0.0000;0.0003;0.0000;0.7016;0.0000
16.3656;0.0000;0.0003;0.0000;0.7016;0.0000
16.3756;0.0000;0.0003;0.0000;0.7016;0.0000
16.3856;0.0000;0.0003;0.0000;0.7016;0.0000
16.3956;0.0000;0.0003;0.0000;0.7016;0.0000
16.4056;0.0000;0.0003;0.0000;0.7016;0.0000
16.4156;0.0000;0.0003;0.0000;0.7016;0.0000
16.4256;0.0000;0.0003;0.0000;0.7016;0.0000
16.4356;0.0000;0.0003;0.0000;0.7016;0.0000
16.4456;0.0000;0.0003;0.0000;0.7016;0.0000
16.4556;0.0000;0.0003;0.0000;0.7016;0.0000
16.4656;0.0000;0.0003;0.0000;0.7016;0.0000
16.4756;0.0000;0.0003;0.0000;0.7016;0.0000
16.4856;0.0000;0.0003;0.0000;0.7016;0.0000
16.4957;0.0000;0.0003;0.0000;0.7016;0.0000
16.5057;0.0000;0.0003;0.0000;0.7016;0.0000
16.5157;0.0000;0.0003;0.0000;0.7016;0.0000
16.5257;0.0000;0.0003;0.0000;0.7016;0.0000
16.5357;0.0000;0.0003;0.0000;0.7016;0.0000
16.5457;0.0000;0.0003;0.0000;0.7016;0.0000
16.5557;0.0000;0.0003;0.0000;0.7016;0.0000
16.5657;0.0000;0.0003;0.0000;0.7016;0.0000
16.5757;0.0000;0.0003;0.0000;0.7016;0.0000
16.5857;0.0000;0.0003;0.0000;0.7016;0.0000
16.5957;0.0000;0.0003;0.0000;0.7016;0.0000
16.6057;0.0000;0.0003;0.0000;0.7016;0.0000
16.6157;0.0000;0.0003;0.0000;0.7016;0.0000
16.6257;0.0000;0.0003;0.0000;0.7016;0.0000
16.6357;0.0000;0.0003;0.0000;0.7016;0.0000
16.6457;0.0000;0.0003;0.0000;0.7016;0.0000
16.6557;0.0000;0.0003;0.0000;0.7016;0.0000
16.6657;0.0000;0.0003;0.0000;0.7016;0.0000
16.6757;0.0000;0.0003;0.0000;0.7016;0.0000
16.6857;0.0000;0.0003;0.0000;0.7016;0.0000
16.6957;0.0000;0.0003;0.0000;0.7016;0.0000
16.7057;0.0000;0.0003;0.0000;0.7016;0.0000
16.7158;0.0000;0.0003;0.0000;0.7016;0.0000
16.7258;0.0000;0.0003;0.0000;0.7016;0.0000
16.7358;0.0000;0.0003;0.0000;0.7016;0.0000
16.7458;0.0000;0.0003;0.0000;0.7016;0.0000
16.7558;0.0000;0.0003;0.0000;0.7016;0.0000
16.7658;0.0000;0.0003;0.0000;0.7016;0.0000
16.7758;0.0000;0.0003;0.0000;0.7016;0.0000
16.7858;0.0000;0.0003;0.0000;0.7016;0.0000
16.7958;0.0000;0.0003;0.0000;0.7016;0.0000
16.8058;0.0000;0.0003;0.0000;0.7016;0.0000
16.8158;0.0000;0.0003;0.0000;0.7016;0.0000
16.8258;0.0000;0.0003;0.0000;0.7016;0.0000
16.8358;0.0000;0.0003;0.0000;0.7016;0.0000
16.8458;0.0000;0.0003;0.0000;0.7016;0.0000
16.8559;0.0000;0.0003;0.0000;0.7016;0.0000
16.8659;0.0000;0.0003;0.0000;0.7016;0.0000
16.8759;0.0000;0.0003;0.0000;-2.8049;0.7481
16.8859;0.0000;0.0003;0.0000;0.0003;0.0000
16.8959;0.0000;0.0003;0.0000;0.0003;0.0000
16.9059;0.0000;0.0003;0.0000;0.0003;0.0000
16.9159;0.0000;0.0003;0.0000;0.0003;0.0000
16.9259;0.0000;0.0003;0.0000;0.0003;0.0000
16.9359;0.0000;0.0003;0.0000;0.0003;0.0000
16.9459;0.0000;0.0003;0.0000;0.0003;0.0000
16.9559;0.0000;0.0003;0.0000;0.0003;0.0000
16.9659;0.0000;0.0003;0.0000;0.0003;0.0000
16.9759;0.0000;0.0003;0.0000;0.0003;0.0000
16.9859;0.0000;0.0003;0.0000;0.0003;0.0000
16.9959;0.0000;0.0003;0.0000;0.0003;0.0000
17.0059;0.0000;0.0003;0.0000;0.0003;0.0000
17.0159;0.0000;0.0003;0.0000;0.0003;0.0000
17.0259;0.0000;0.0003;0.0000;0.0003;0.0000
17.0359;0.0000;0.0003;0.0000;0.0003;0.0000
17.0459;0.0000;0.0003;0.0000;3.5068;-0.7481
17.0560;0.0000;0.0003;0.0000;-2.8049;0.7481
17.0660;0.0000;0.0003;0.0000;0.0003;0.0000
17.0760;0.0000;0.0003;0.0000;0.0003;0.0000
17.0860;0.0000;0.0003;0.0000;0.0003;0.0000
17.0960;0.0000;0.0003;0.0000;0.0003;0.0000
17.1060;0.0000;0.0003;0.0000;0.0003;0.0000
17.1160;0.0000;0.0003;0.0000;0.0003;0.0000
17.1260;0.0000;0.0003;0.0000;0.0003;0.0000
17.1360;0.0000;0.0003;0.0000;0.0003;0.0000
17.1460;0.0000;0.0003;0.0000;0.0003;0.0000
17.1560;0.0000;0.0003;0.0000;0.0003;0.0000
17.1660;0.0000;0.0003;0.0000;0.0003;0.0000
17.1760;0.0000;0.0003;0.0000;0.0003;0.0000
17.1860;0.0000;0.0003;0.0000;0.0003;0.0000
17.1960;0.0000;0.0003;0.0000;0.0003;0.0000
17.2060;0.0000;0.0003;0.0000;0.0003;0.0000
17.2160;0.0000;0.0003;0.0000;0.0003;0.0000
17.2260;0.0000;0.0003;0.0000;0.0003;0.0000
17.2360;0.0000;0.0003;0.0000;0.0003;0.0000
17.2460;0.0000;0.0003;0.0000;0.0003;0.0000
17.2560;0.0000;0.0003;0.0000;0.0003;0.0000
17.2660;0.0000;0.0003;0.0000;0.0003;0.0000
17.2760;0.0000;0.0003;0.0000;0.0003;0.0000
17.2860;0.0000;0.0003;0.0000;0.0003;0.0000
17.2961;0.0000;0.0003;0.0000;0.0003;0.0000
17.3061;0.0000;0.0003;0.0000;0.0003;0.0000
17.3161;0.0000;0.0003;0.0000;0.0003;0.0000
17.3261;0.0000;0.0003;0.0000;0.0003;0.0000
17.3361;0.0000;0.0003;0.0000;0.0003;0.0000
17.3461;0.0000;0.0003;0.0000;0.0003;0.0000
17.3561;0.0000;0.0003;0.0000;0.0003;0.0000
17.3661;0.0000;0.0003;0.0000;0.0003;0.0000
17.3761;0.0000;0.0003;0.0000;0.0003;0.0000
17.3861;0.0000;0.0003;0.0000;0.0003;0.0000
17.3961;0.0000;0.0003;0.0000;0.0003;0.0000
17.4061;0.0000;0.0003;0.0000;0.0003;0.0000
17.4161;0.0000;0.0003;0.0000;0.0003;0.0000
17.4261;0.0000;0.0003;0.0000;0.0003;0.0000
17.4361;0.0000;0.0003;0.0000;0.0003;0.0000
17.4461;0.0000;0.0003;0.0000;0.0003;0.0000
17.4561;0.0000;0.0003;0.0000;0.0003;0.0000
17.4661;0.0000;0.0003;0.0000;0.0003;0.0000
17.4761;0.0000;0.0003;0.0000;0.0003;0.0000
17.4861;0.0000;0.0003;0.0000;0.0003;0.0000
17.4961;0.0000;0.0003;0.0000;0.0003;0.0000
17.5061;0.0000;0.0003;0.0000;0.0003;0.0000
17.5161;0.0000;0.0003;0.0000;0.0003;0.0000
17.5261;0.0000;0.0003;0.0000;0.0003;0.0000
17.5361;0.0000;0.0003;0.0000;0.0003;0.0000
17.5462;0.0000;0.0003;0.0000;0.0003;0.0000
17.5562;0.0000;0.0003;0.0000;0.0003;0.0000
17.5662;0.0000;0.0003;0.0000;0.0003;0.0000
17.5762;0.0000;0.0003;0.0000;0.0003;0.0000
17.5862;0.0000;0.0003;0.0000;0.0003;0.0000
17.5962;0.0000;0.0003;0.0000;0.0003;0.0000
17.6062;0.0000;0.0003;0.0000;0.0003;0.0000
17.6162;0.0000;0.0003;0.0000;0.0003;0.0000
17.6262;0.0000;0.0003;0.0000;0.0003;0.0000
17.6362;0.0000;0.0003;0.0000;0.0003;0.0000
17.6462;0.0000;0.0003;0.0000;0.0003;0.0000
17.6562;0.0000;0.0003;0.0000;0.0003;0.0000
17.6662;0.0000;0.0003;0.0000;0.0003;0.0000
17.6762;0.0000;0.0003;0.0000;0.0003;0.0000
17.6862;0.0000;0.0003;0.0000;0.0003;0.0000
17.6962;0.0000;0.0003;0.0000;0.0003;0.0000
17.7062;0.0000;0.0003;0.0000;3.5068;-0.7481
17.7162;0.0000;0.0003;0.0000;0.7016;0.0000
17.7262;0.0000;0.0003;0.0000;-2.8049;0.7481
17.7362;0.0000;0.0003;0.0000;0.0003;0.0000
17.7462;0.0000;3.5068;-0.7481;0.0003;0.0000
17.7562;0.0000;0.7016;0.0000;0.0003;0.0000
17.7662;0.0000;-2.8050;0.7481;0.0003;0.0000
17.7763;0.0000;0.0003;0.0000;0.0003;0.0000
17.7863;0.0000;0.0003;0.0000;0.0003;0.0000
17.7963;0.0000;0.0003;0.0000;3.5068;-0.7481
17.8063;0.0000;0.0003;0.0000;-2.8049;0.7481
17.8163;0.0000;0.0003;0.0000;0.0003;0.0000
17.8263;0.0000;0.0003;0.0000;0.0003;0.0000
17.8363;0.0000;0.0003;0.0000;0.0003;0.0000
17.8463;0.0000;0.0003;0.0000;0.0003;0.0000
17.8563;0.0000;0.0003;0.0000;0.0003;0.0000
17.8663;0.0000;0.0003;0.0000;0.0003;0.0000
17.8763;0.0000;0.0003;0.0000;0.0003;0.0000
17.8863;0.0000;0.0003;0.0000;0.0003;0.0000
17.8963;0.0000;0.0003;0.0000;0.0003;0.0000
17.9063;0.0000;0.0003;0.0000;0.0003;0.0000
17.9163;0.0000;0.0003;0.0000;0.0003;0.0000
17.9263;0.0000;0.0003;0.0000;0.0003;0.0000
17.9363;0.0000;0.0003;0.0000;0.0003;0.0000
17.9463;0.0000;0.0003;0.0000;0.0003;0.0000
17.9563;0.0000;0.0003;0.0000;0.0003;0.0000
17.9663;0.0000;0.0003;0.0000;0.0003;0.0000
17.9763;0.0000;0.0003;0.0000;0.0003;0.0000
17.9863;0.0000;0.0003;0.0000;0.0003;0.0000
17.9963;0.0000;0.0003;0.0000;0.0003;0.0000
18.0063;0.0000;0.0003;0.0000;0.0003;0.0000
18.0164;0.0000;0.0003;0.0000;0.0003;0.0000
18.0264;0.0000;0.0003;0.0000;0.0003;0.0000
18.0364;0.0000;0.0003;0.0000;0.0003;0.0000
18.0464;0.0000;0.0003;0.0000;0.0003;0.0000
18.0564;0.0000;0.0003;0.0000;0.0003;0.0000
18.0664;0.0000;0.0003;0.0000;0.0003;0.0000
18.0764;0.0000;0.0003;0.0000;0.0003;0.0000
18.0864;0.0000;0.0003;0.0000;0.0003;0.0000
